school,major,degree,post_grad_earnings
Career College of Northern Nevada,Computer/Information Technology Administration and Management.,Associate's Degree,46792.0
Career College of Northern Nevada,Electrical/Electronics Maintenance and Repair Technology.,Associate's Degree,52089.0
Career College of Northern Nevada,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,50287.0
College of Southern Nevada,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Associate's Degree,56489.0
University of Nevada-Las Vegas,Computer Science.,Bachelor's Degree,92551.0
University of Nevada-Las Vegas,Computer Engineering.,Bachelor's Degree,70200.0
University of Nevada-Reno,"Computer and Information Sciences, General.",Bachelor's Degree,65704.0
University of Nevada-Reno,"Computer and Information Sciences, General.",Master's Degree,131367.0
University of Nevada-Reno,Computer Engineering.,Bachelor's Degree,107148.0
Dartmouth College,Computer Science.,Bachelor's Degree,192848.0
Southern New Hampshire University,"Computer and Information Sciences, General.",Associate's Degree,79310.0
Southern New Hampshire University,"Computer and Information Sciences, General.",Bachelor's Degree,78230.0
Southern New Hampshire University,"Computer and Information Sciences, General.",Master's Degree,86205.0
University of New Hampshire-Main Campus,"Computer and Information Sciences, General.",Bachelor's Degree,110370.0
University of New Hampshire-Main Campus,Computer Engineering.,Bachelor's Degree,119682.0
Keene State College,"Computer and Information Sciences, General.",Bachelor's Degree,87153.0
University of New Hampshire at Manchester,"Computer and Information Sciences, General.",Bachelor's Degree,110370.0
NHTI-Concord's Community College,"Computer and Information Sciences, General.",Associate's Degree,60528.0
Fortis Institute-Wayne,Biology Technician/Biotechnology Laboratory Technician.,Undergraduate Certificate or Diploma,54132.0
Fortis Institute-Wayne,Electrical/Electronics Maintenance and Repair Technology.,Undergraduate Certificate or Diploma,47093.0
Fortis Institute-Wayne,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,46888.0
Brookdale Community College,Computer/Information Technology Administration and Management.,Associate's Degree,58561.0
Camden County College,"Computer and Information Sciences, General.",Associate's Degree,51395.0
Adult and Continuing Education-BCTS,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,60484.0
Branford Hall Career Institute-Parsippany,Computer Systems Networking and Telecommunications.,Undergraduate Certificate or Diploma,44554.0
Lincoln Technical Institute-Iselin,Computer Systems Networking and Telecommunications.,Undergraduate Certificate or Diploma,45467.0
Lincoln Technical Institute-Iselin,Computer Systems Networking and Telecommunications.,Associate's Degree,34271.0
Lincoln Technical Institute-Iselin,Electrical/Electronics Maintenance and Repair Technology.,Associate's Degree,34711.0
Lincoln Technical Institute-Iselin,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,46937.0
Rowan College of South Jersey-Cumberland Campus,Computer Software and Media Applications.,Associate's Degree,38923.0
Essex County College,Computer Programming.,Associate's Degree,68836.0
Fairleigh Dickinson University-Metropolitan Campus,"Computer and Information Sciences, General.",Bachelor's Degree,68293.0
Fairleigh Dickinson University-Florham Campus,"Computer and Information Sciences, General.",Bachelor's Degree,68293.0
Rowan University,"Computer and Information Sciences, General.",Bachelor's Degree,90367.0
Rowan College of South Jersey-Gloucester Campus,Computer Software and Media Applications.,Associate's Degree,38923.0
Hudson County Community College,"Computer and Information Sciences, General.",Associate's Degree,61783.0
New Jersey City University,"Computer and Information Sciences, General.",Bachelor's Degree,74174.0
Kean University,"Computer and Information Sciences, General.",Bachelor's Degree,79757.0
Kean University,Computer Systems Networking and Telecommunications.,Bachelor's Degree,57734.0
Middlesex College,"Computer and Information Sciences, General.",Associate's Degree,57027.0
Monmouth University,"Computer and Information Sciences, General.",Bachelor's Degree,88775.0
Montclair State University,"Computer and Information Sciences, General.",Bachelor's Degree,89204.0
Eastwick College-Nutley,Electrical/Electronics Maintenance and Repair Technology.,Undergraduate Certificate or Diploma,49345.0
Eastwick College-Nutley,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,52095.0
New Jersey Institute of Technology,"Computer and Information Sciences, General.",Bachelor's Degree,103126.0
New Jersey Institute of Technology,"Computer and Information Sciences, General.",Master's Degree,115802.0
New Jersey Institute of Technology,Information Science/Studies.,Bachelor's Degree,98843.0
New Jersey Institute of Technology,Information Science/Studies.,Master's Degree,123609.0
New Jersey Institute of Technology,Computer Engineering.,Bachelor's Degree,106873.0
New Jersey Institute of Technology,"Engineering Technology, General.",Bachelor's Degree,88346.0
Passaic County Community College,"Computer and Information Sciences, General.",Associate's Degree,49495.0
Pennco Tech-Blackwood,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,47998.0
Princeton University,Computer Engineering.,Bachelor's Degree,243825.0
Ramapo College of New Jersey,Information Science/Studies.,Bachelor's Degree,73164.0
Rider University,"Computer and Information Sciences, General.",Bachelor's Degree,64197.0
Rutgers University-Camden,"Computer and Information Sciences, General.",Bachelor's Degree,131153.0
Rutgers University-New Brunswick,"Computer and Information Sciences, General.",Bachelor's Degree,131153.0
Rutgers University-New Brunswick,Information Science/Studies.,Bachelor's Degree,97712.0
Rutgers University-New Brunswick,Management Information Systems and Services.,Bachelor's Degree,96718.0
Rutgers University-Newark,"Computer and Information Sciences, General.",Bachelor's Degree,131153.0
Rutgers University-Newark,Information Science/Studies.,Bachelor's Degree,97712.0
Rutgers University-Newark,Management Information Systems and Services.,Bachelor's Degree,96718.0
Seton Hall University,Management Information Systems and Services.,Bachelor's Degree,107879.0
Raritan Valley Community College,"Computer and Information Sciences, General.",Associate's Degree,53401.0
Stevens Institute of Technology,Computer Science.,Bachelor's Degree,139452.0
Stevens Institute of Technology,Computer Engineering.,Bachelor's Degree,136926.0
Stockton University,Information Science/Studies.,Bachelor's Degree,75802.0
The College of New Jersey,"Computer and Information Sciences, General.",Bachelor's Degree,105889.0
"UCNJ Union College of Union County, NJ","Computer and Information Sciences, General.",Associate's Degree,53061.0
William Paterson University of New Jersey,"Computer and Information Sciences, General.",Bachelor's Degree,93901.0
Central New Mexico Community College,"Computer and Information Sciences, General.",Associate's Degree,50387.0
Central New Mexico Community College,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Associate's Degree,55846.0
New Mexico State University-Dona Ana,Data Processing.,Associate's Degree,36600.0
University of New Mexico-Main Campus,"Computer and Information Sciences, General.",Bachelor's Degree,116333.0
University of New Mexico-Main Campus,Computer Engineering.,Bachelor's Degree,111053.0
Southeast New Mexico College,Data Processing.,Associate's Degree,36600.0
New Mexico State University-Grants,Data Processing.,Associate's Degree,36600.0
New Mexico State University-Main Campus,"Computer and Information Sciences, General.",Bachelor's Degree,87850.0
New Mexico State University-Main Campus,Data Processing.,Associate's Degree,36600.0
New Mexico State University-Main Campus,"Engineering Technology, General.",Bachelor's Degree,84655.0
Bryant & Stratton College-Albany,Computer/Information Technology Administration and Management.,Associate's Degree,43408.0
Apex Technical School,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,46540.0
Bryant & Stratton College-Syracuse North,Computer/Information Technology Administration and Management.,Associate's Degree,43408.0
Bryant & Stratton College-Buffalo,Computer/Information Technology Administration and Management.,Associate's Degree,43408.0
Bryant & Stratton College-Greece,Computer/Information Technology Administration and Management.,Associate's Degree,43408.0
Canisius University,Computer Science.,Bachelor's Degree,86969.0
Clarkson University,Computer Science.,Bachelor's Degree,121821.0
Clarkson University,Computer Engineering.,Bachelor's Degree,110682.0
Columbia University in the City of New York,"Computer and Information Sciences, General.",Master's Degree,143645.0
Columbia University in the City of New York,Computer Science.,Bachelor's Degree,204511.0
Columbia University in the City of New York,Computer Science.,Master's Degree,256430.0
Columbia University in the City of New York,"Biomathematics, Bioinformatics, and Computational Biology.",Master's Degree,187372.0
Columbia University in the City of New York,"Biomathematics, Bioinformatics, and Computational Biology.",Graduate/Professional Certificate,120640.0
Columbia University in the City of New York,Management Information Systems and Services.,Master's Degree,169317.0
